0.38065,0.06597,
0.38161,0.06911,
0.38249,0.06911,
0.38328,0.07226,
0.38390,0.07226,
0.38452,0.07540,
0.38496,0.07540,
0.38531,0.07540,
0.38566,0.07540,
0.38592,0.07540,
0.38601,0.07540,
0.38610,0.07540,
0.38601,0.07540,
0.38592,0.07540,
0.38566,0.07226,
0.38548,0.07226,
0.38513,0.07226,
0.38469,0.06911,
0.38425,0.06911,
0.38372,0.06597,
0.38311,0.06597,
0.38240,0.06283,
0.38161,0.06283,
0.38082,0.05969,
0.37994,0.05655,
0.37906,0.05655,
0.37809,0.05341,
0.37713,0.05027,
0.37616,0.05027,
0.37502,0.04712,
0.37387,0.04398,
0.37273,0.04398,
0.37150,0.04084,
0.37027,0.03770,
0.36903,0.03770,
0.36771,0.03456,
0.36648,0.03142,
0.36516,0.02827,
0.36393,0.02827,
0.36270,0.02513,
0.36147,0.02199,
0.36024,0.01885,
0.35909,0.01885,
0.35786,0.01571,
0.35672,0.01257,
0.35557,0.01257,
0.35452,0.00942,
0.35346,0.00942,
0.35241,0.00628,
0.35144,0.00628,
0.35047,0.00628,
0.34950,0.00314,
0.34862,0.00314,
0.34774,0.00314,
0.34695,0.00314,
0.34607,0.00314,
0.34528,0.00000,
0.34449,0.00000,
0.34370,0.00000,
0.34291,0.00000,
0.34220,0.00000,
0.34150,0.00000,
0.34080,0.00000,
0.34009,0.00000,
0.33948,0.00000,
0.33895,0.00000,
0.33833,0.00000,
0.33780,0.00000,
0.33728,0.00000,
0.33684,0.00000,
0.33631,0.00000,
0.33596,0.00000,
0.33552,0.00000,
0.33508,0.00314,
0.33473,0.00314,
0.33429,0.00314,
0.33393,0.00314,
0.33349,0.00314,
0.33314,0.00628,
0.33270,0.00628,
0.33235,0.00628,
0.33200,0.00628,
0.33165,0.00942,
0.33129,0.00942,
0.33094,0.00942,
0.33059,0.00942,
0.33024,0.01257,
0.32989,0.01257,
0.32962,0.01257,
0.32927,0.01257,
0.32901,0.01571,
0.32866,0.01571,
0.32830,0.01571,
0.32804,0.01571,
0.32769,0.01885,
0.32734,0.01885,
0.32698,0.01885,
0.32663,0.02199,
0.32628,0.02199,
0.32584,0.02199,
0.32549,0.02199,
0.32505,0.02513,
0.32461,0.02513,
0.32417,0.02513,
0.32373,0.02513,
0.32329,0.02513,
0.32285,0.02827,
0.32241,0.02827,
0.32197,0.02827,
0.32153,0.02827,
0.32100,0.03142,
0.32056,0.03142,
